Tenant_ID,Property_ID,Deal_ID,Tenant_Name,Asset_Type,Lease_Type,Lease_Start,Lease_End,Rent_PSF,Square_Feet,Annual_Rent,Expense_Reimb_PSF,Escalation_Rate
HRE-2024-111-P5-T9,HRE-2024-111-P5,HRE-2024-111,"Patel, Erickson and Evans Practices",Medical Office,NNN,2022-07-01,2032-06-28,20.46,2360,48298.21,2.23,0.028
HRE-2024-111-P6-T1,HRE-2024-111-P6,HRE-2024-111,Whitney PLC Practices,Medical Office,NNN,2023-12-23,2037-12-19,23.9,500,2863.52,2.98,0.028
HRE-2024-111-P6-T2,HRE-2024-111-P6,HRE-2024-111,Robles-Swanson Practices,Medical Office,NNN,2022-01-01,2032-12-29,29.81,500,5743.68,2.42,0.028
HRE-2024-111-P6-T3,HRE-2024-111-P6,HRE-2024-111,"Soto, Carlson and Baker Practices",Medical Office,NNN,2023-06-04,2035-06-01,27.89,2673,74550.7,3.66,0.028
HRE-2024-112-P1-T1,HRE-2024-112-P1,HRE-2024-112,Jackson-Fuller Practices,Medical Office,NNN,2022-04-22,2032-04-19,28.62,500,2376.15,2.95,0.025
HRE-2024-112-P1-T2,HRE-2024-112-P1,HRE-2024-112,"Hampton, James and Underwood Practices",Medical Office,NNN,2022-12-02,2037-11-28,21.24,548,11653.06,3.02,0.025
HRE-2024-112-P1-T3,HRE-2024-112-P1,HRE-2024-112,Johnson Ltd Practices,Medical Office,NNN,2023-03-12,2039-03-08,27.43,500,2534.03,4.06,0.025
HRE-2024-112-P1-T4,HRE-2024-112-P1,HRE-2024-112,Lee Group Practices,Medical Office,NNN,2023-02-11,2040-02-07,24.96,500,3683.15,3.61,0.025
HRE-2024-112-P1-T5,HRE-2024-112-P1,HRE-2024-112,Barnes-Gutierrez Practices,Medical Office,NNN,2022-02-08,2033-02-05,25.19,509,12840.81,2.76,0.025
HRE-2024-112-P1-T6,HRE-2024-112-P1,HRE-2024-112,Jenkins PLC Practices,Medical Office,NNN,2022-08-13,2034-08-10,24.31,500,9813.12,2.44,0.025
HRE-2024-112-P1-T7,HRE-2024-112-P1,HRE-2024-112,Salas-Fitzgerald Practices,Medical Office,NNN,2022-04-17,2037-04-13,21.03,841,17702.57,2.12,0.025
HRE-2024-112-P1-T8,HRE-2024-112-P1,HRE-2024-112,Thornton PLC Practices,Medical Office,NNN,2023-09-05,2039-09-01,24.46,500,10028.69,3.14,0.025
HRE-2024-112-P2-T1,HRE-2024-112-P2,HRE-2024-112,Fox-Edwards Practices,Medical Office,NNN,2022-03-30,2041-03-25,21.43,6217,133229.43,2.89,0.025
HRE-2024-112-P2-T2,HRE-2024-112-P2,HRE-2024-112,Stevens PLC Practices,Medical Office,NNN,2023-06-26,2034-06-23,20.35,766,15599.24,2.74,0.025
HRE-2024-112-P2-T3,HRE-2024-112-P2,HRE-2024-112,Payne-Lowe Practices,Medical Office,NNN,2022-07-22,2038-07-18,23.66,3072,72703.96,1.95,0.025
HRE-2024-112-P3-T1,HRE-2024-112-P3,HRE-2024-112,Ramirez LLC Practices,Medical Office,NNN,2023-05-13,2043-05-08,23.98,1220,29257.92,2.34,0.025
HRE-2024-112-P3-T2,HRE-2024-112-P3,HRE-2024-112,David LLC Practices,Medical Office,NNN,2022-09-29,2034-09-26,21.13,1256,26555.83,2.46,0.025
HRE-2024-112-P3-T3,HRE-2024-112-P3,HRE-2024-112,Bush-Vaughn Practices,Medical Office,NNN,2023-05-30,2034-05-27,29.14,11771,342966.71,3.91,0.025
HRE-2024-112-P3-T4,HRE-2024-112-P3,HRE-2024-112,Stewart-Bailey Practices,Medical Office,NNN,2022-06-06,2035-06-03,27.04,1753,47413.79,2.7,0.025
HRE-2024-112-P3-T5,HRE-2024-112-P3,HRE-2024-112,"Hill, Martinez and Rhodes Practices",Medical Office,NNN,2023-08-02,2040-07-28,29.16,7246,211350.34,2.58,0.025
HRE-2024-112-P3-T6,HRE-2024-112-P3,HRE-2024-112,Huang-Foster Practices,Medical Office,NNN,2023-08-30,2040-08-25,28.53,3319,94690.81,4.08,0.025
HRE-2024-112-P3-T7,HRE-2024-112-P3,HRE-2024-112,Blevins-Ballard Practices,Medical Office,NNN,2022-03-26,2033-03-23,24.45,6150,150374.53,3.61,0.025
HRE-2024-112-P3-T8,HRE-2024-112-P3,HRE-2024-112,Williams-Moses Practices,Medical Office,NNN,2023-03-04,2043-02-27,29.87,2220,66312.17,3.87,0.025
HRE-2024-112-P4-T1,HRE-2024-112-P4,HRE-2024-112,"Scott, Mendoza and Harris Practices",Medical Office,NNN,2023-08-01,2034-07-29,25.09,10561,264956.49,3.4,0.025
HRE-2024-112-P4-T2,HRE-2024-112-P4,HRE-2024-112,"Nelson, Hoffman and Nelson Practices",Medical Office,NNN,2024-01-27,2041-01-22,22.37,9341,208936.83,2.35,0.025
HRE-2024-112-P4-T3,HRE-2024-112-P4,HRE-2024-112,Gilbert PLC Practices,Medical Office,NNN,2022-08-07,2039-08-03,25.72,2601,66909.38,2.29,0.025
HRE-2024-112-P4-T4,HRE-2024-112-P4,HRE-2024-112,Sanchez Ltd Practices,Medical Office,NNN,2023-04-12,2034-04-09,28.84,13689,394825.06,3.11,0.025
HRE-2024-112-P4-T5,HRE-2024-112-P4,HRE-2024-112,"Perez, Hall and Garcia Practices",Medical Office,NNN,2022-09-02,2039-08-29,27.17,3736,101520.74,2.95,0.025
HRE-2024-112-P4-T6,HRE-2024-112-P4,HRE-2024-112,Love-Garcia Practices,Medical Office,NNN,2023-12-09,2042-12-04,24.09,500,7582.69,2.14,0.025
HRE-2024-112-P4-T7,HRE-2024-112-P4,HRE-2024-112,Smith PLC Practices,Medical Office,NNN,2022-11-19,2033-11-16,23.17,13785,319420.71,2.61,0.025
HRE-2024-112-P4-T8,HRE-2024-112-P4,HRE-2024-112,Russell Group Practices,Medical Office,NNN,2021-12-16,2033-12-13,25.17,2385,60045.99,2.99,0.025
HRE-2024-112-P5-T1,HRE-2024-112-P5,HRE-2024-112,Morris-Brewer Practices,Medical Office,NNN,2023-03-29,2035-03-26,23.04,17432,401666.5,3.35,0.025
HRE-2024-112-P5-T2,HRE-2024-112-P5,HRE-2024-112,Pearson and Sons Practices,Medical Office,NNN,2023-05-08,2041-05-03,22.25,19689,438184.08,3.1,0.025
HRE-2024-112-P5-T3,HRE-2024-112-P5,HRE-2024-112,"Rodgers, Jefferson and Johnson Practices",Medical Office,NNN,2022-08-07,2042-08-02,22.51,15584,350755.13,2.23,0.025
HRE-2024-112-P5-T4,HRE-2024-112-P5,HRE-2024-112,Butler and Sons Practices,Medical Office,NNN,2022-08-25,2041-08-20,26.25,2507,65820.59,2.27,0.025
HRE-2024-112-P5-T5,HRE-2024-112-P5,HRE-2024-112,Osborn Group Practices,Medical Office,NNN,2022-07-08,2041-07-03,26.41,500,2217.9,2.4,0.025
HRE-2024-113-P1-T1,HRE-2024-113-P1,HRE-2024-113,Mcdowell-Smith BioTech,Life Science,NNN,2023-08-14,2033-08-11,53.9,1074,57913.13,5.97,0.025
HRE-2024-113-P1-T2,HRE-2024-113-P1,HRE-2024-113,"Morrison, Hebert and Rogers BioTech",Life Science,NNN,2023-02-08,2036-02-05,64.59,5455,352370.6,7.91,0.025
HRE-2024-113-P1-T3,HRE-2024-113-P1,HRE-2024-113,Hays-Daniels BioTech,Life Science,NNN,2022-01-01,2036-12-28,60.13,5710,343345.25,8.97,0.025
HRE-2024-113-P1-T4,HRE-2024-113-P1,HRE-2024-113,Small-Anderson BioTech,Life Science,NNN,2023-09-11,2039-09-07,60.98,3257,198665.75,8.13,0.025
HRE-2024-114-P1-T1,HRE-2024-114-P1,HRE-2024-114,Rivera Ltd Practices,Medical Office,NNN,2024-03-17,2026-03-17,28.79,1428,41120.63,4.21,0.03
HRE-2024-114-P1-T2,HRE-2024-114-P1,HRE-2024-114,Wong-Higgins Practices,Medical Office,NNN,2022-10-29,2025-10-28,25.05,799,20036.58,2.62,0.03
HRE-2024-114-P1-T3,HRE-2024-114-P1,HRE-2024-114,Doyle LLC Practices,Medical Office,NNN,2023-08-30,2028-08-28,20.51,4281,87791.44,2.41,0.03
HRE-2024-114-P1-T4,HRE-2024-114-P1,HRE-2024-114,"Craig, Lee and Carr Practices",Medical Office,NNN,2023-09-21,2026-09-20,28.47,10425,296828.11,3.73,0.03
HRE-2024-114-P1-T5,HRE-2024-114-P1,HRE-2024-114,"Prince, Wilcox and Robertson Practices",Medical Office,NNN,2023-05-04,2025-05-03,27.64,4648,128474.3,2.31,0.03
HRE-2024-114-P1-T6,HRE-2024-114-P1,HRE-2024-114,Morales Inc Practices,Medical Office,NNN,2024-04-03,2028-04-02,25.62,3554,91068.54,2.74,0.03
HRE-2024-114-P1-T7,HRE-2024-114-P1,HRE-2024-114,Holden Group Practices,Medical Office,NNN,2024-02-07,2026-02-06,24.5,500,11029.07,3.63,0.03
HRE-2024-114-P1-T8,HRE-2024-114-P1,HRE-2024-114,Boyle-Smith Practices,Medical Office,NNN,2022-05-06,2026-05-05,23.94,4301,102981.22,2.16,0.03
HRE-2024-114-P1-T9,HRE-2024-114-P1,HRE-2024-114,Young-Molina Practices,Medical Office,NNN,2024-05-02,2026-05-02,26.02,19113,497419.38,2.15,0.03
HRE-2024-114-P1-T10,HRE-2024-114-P1,HRE-2024-114,Turner-Sharp Practices,Medical Office,NNN,2024-01-17,2029-01-15,27.14,600,16282.33,3.32,0.03
HRE-2024-115-P1-T1,HRE-2024-115-P1,HRE-2024-115,"Young, Contreras and Marshall Practices",Medical Office,NNN,2022-06-10,2032-06-07,29.67,5813,172481.34,2.48,0.028
HRE-2024-115-P1-T2,HRE-2024-115-P1,HRE-2024-115,Sullivan PLC Practices,Medical Office,NNN,2022-09-12,2037-09-08,24.8,4473,110957.19,3.24,0.028
HRE-2024-115-P1-T3,HRE-2024-115-P1,HRE-2024-115,"Carrillo, Vaughn and Fowler Practices",Medical Office,NNN,2024-01-18,2037-01-14,27.75,3537,98139.1,3.82,0.028
HRE-2024-115-P1-T4,HRE-2024-115-P1,HRE-2024-115,Richardson-Walker Practices,Medical Office,NNN,2023-12-05,2031-12-03,22.42,4443,99636.01,1.82,0.028
HRE-2024-115-P1-T5,HRE-2024-115-P1,HRE-2024-115,Mendoza Group Practices,Medical Office,NNN,2023-04-22,2032-04-19,23.14,1582,36614.31,2.97,0.028
HRE-2024-115-P1-T6,HRE-2024-115-P1,HRE-2024-115,"Zhang, Brooks and Miles Practices",Medical Office,NNN,2022-05-26,2036-05-22,24.1,1185,28565.58,3.16,0.028
HRE-2024-115-P1-T7,HRE-2024-115-P1,HRE-2024-115,Todd-Pham Practices,Medical Office,NNN,2023-11-18,2038-11-14,27.06,5034,136217.0,3.23,0.028
HRE-2024-116-P1-T1,HRE-2024-116-P1,HRE-2024-116,"Marks, Miller and Griffin Practices",Medical Office,NNN,2023-03-30,2037-03-26,23.49,4472,105040.75,2.08,0.025
HRE-2024-116-P1-T2,HRE-2024-116-P1,HRE-2024-116,"Cox, Stark and Rodriguez Practices",Medical Office,NNN,2022-12-10,2038-12-06,26.77,3815,102120.4,3.67,0.025
HRE-2024-116-P1-T3,HRE-2024-116-P1,HRE-2024-116,"Leach, Harris and Herrera Practices",Medical Office,NNN,2023-03-27,2035-03-24,29.55,7948,234836.72,2.45,0.025
HRE-2024-116-P1-T4,HRE-2024-116-P1,HRE-2024-116,Murphy PLC Practices,Medical Office,NNN,2023-01-29,2034-01-26,29.55,5210,153978.94,4.28,0.025
HRE-2024-116-P1-T5,HRE-2024-116-P1,HRE-2024-116,Wilson-Harris Practices,Medical Office,NNN,2023-06-13,2040-06-08,26.56,6685,177570.66,2.5,0.025
HRE-2024-116-P1-T6,HRE-2024-116-P1,HRE-2024-116,"Burns, Nolan and Griffin Practices",Medical Office,NNN,2022-02-05,2040-02-01,25.39,9179,233028.01,2.51,0.025
HRE-2024-116-P1-T7,HRE-2024-116-P1,HRE-2024-116,Chavez PLC Practices,Medical Office,NNN,2023-05-18,2042-05-13,21.09,15350,323783.14,2.05,0.025
HRE-2024-116-P1-T8,HRE-2024-116-P1,HRE-2024-116,Bryant-Brown Practices,Medical Office,NNN,2023-06-01,2041-05-27,26.7,2266,60505.34,3.33,0.025
HRE-2024-116-P1-T9,HRE-2024-116-P1,HRE-2024-116,Chambers-Parker Practices,Medical Office,NNN,2023-02-14,2039-02-10,20.52,3365,69079.77,2.67,0.025
HRE-2024-116-P1-T10,HRE-2024-116-P1,HRE-2024-116,Foster Inc Practices,Medical Office,NNN,2024-01-13,2036-01-10,21.01,689,14477.31,3.1,0.025
HRE-2024-117-P1-T1,HRE-2024-117-P1,HRE-2024-117,Cooper-Brown Senior Living,Senior Housing,Modified Gross,2023-11-15,2030-11-13,28.52,113219,3229538.46,1.72,0.03
HRE-2024-118-P1-T1,HRE-2024-118-P1,HRE-2024-118,Johnson-Ortiz Care Ops,Skilled Nursing,NNN,2023-02-02,2032-01-31,31.04,269048,8352097.83,2.69,0.03
HRE-2024-119-P1-T1,HRE-2024-119-P1,HRE-2024-119,"Stuart, Brooks and Vance Practices",Medical Office,NNN,2024-03-04,2036-03-01,22.19,500,4120.79,2.01,0.025
HRE-2024-119-P1-T2,HRE-2024-119-P1,HRE-2024-119,Kane-Knox Practices,Medical Office,NNN,2024-06-19,2043-06-15,27.48,6813,187221.09,3.0,0.025
HRE-2024-119-P1-T3,HRE-2024-119-P1,HRE-2024-119,Miller-Brandt Practices,Medical Office,NNN,2023-05-23,2040-05-18,25.49,1896,48347.69,3.0,0.025
HRE-2024-119-P1-T4,HRE-2024-119-P1,HRE-2024-119,"Anderson, Dalton and Wilson Practices",Medical Office,NNN,2023-05-18,2036-05-14,26.64,552,14711.47,2.59,0.025
HRE-2024-119-P1-T5,HRE-2024-119-P1,HRE-2024-119,"Long, Anderson and Irwin Practices",Medical Office,NNN,2024-01-15,2035-01-12,27.55,2902,79967.28,3.07,0.025
HRE-2024-119-P1-T6,HRE-2024-119-P1,HRE-2024-119,Avila LLC Practices,Medical Office,NNN,2023-12-07,2034-12-04,27.04,5884,159105.37,2.38,0.025
HRE-2024-120-P1-T1,HRE-2024-120-P1,HRE-2024-120,Patel-Morrow Senior Living,Senior Housing,Modified Gross,2024-05-12,2031-05-11,28.3,142472,4032646.15,1.9,0.03
HRE-2024-121-P1-T1,HRE-2024-121-P1,HRE-2024-121,Lopez-Golden Practices,Medical Office,NNN,2023-10-14,2025-10-13,26.54,4663,123747.23,3.97,0.03
HRE-2024-121-P1-T2,HRE-2024-121-P1,HRE-2024-121,Johnson Ltd Practices,Medical Office,NNN,2024-04-10,2027-04-10,23.93,6744,161389.01,3.18,0.03
HRE-2024-121-P1-T3,HRE-2024-121-P1,HRE-2024-121,Mendez-Mayer Practices,Medical Office,NNN,2022-10-17,2027-10-16,29.78,6916,205997.73,3.17,0.03
HRE-2024-121-P1-T4,HRE-2024-121-P1,HRE-2024-121,Allen Inc Practices,Medical Office,NNN,2023-11-07,2027-11-06,22.3,26565,592330.22,2.21,0.03
HRE-2024-121-P1-T5,HRE-2024-121-P1,HRE-2024-121,Wheeler Group Practices,Medical Office,NNN,2022-06-07,2024-06-06,29.37,3933,115535.81,3.21,0.03
HRE-2024-122-P1-T1,HRE-2024-122-P1,HRE-2024-122,Gonzales-Fernandez Practices,Medical Office,NNN,2024-01-04,2033-01-01,22.37,7797,174432.84,2.61,0.028
HRE-2024-122-P1-T2,HRE-2024-122-P1,HRE-2024-122,Taylor LLC Practices,Medical Office,NNN,2025-09-09,2036-09-06,24.14,1021,24658.26,2.87,0.028
HRE-2024-122-P1-T3,HRE-2024-122-P1,HRE-2024-122,Cabrera Ltd Practices,Medical Office,NNN,2024-02-08,2033-02-05,25.92,500,7749.39,3.3,0.028
HRE-2024-122-P1-T4,HRE-2024-122-P1,HRE-2024-122,"Flores, Harper and Chambers Practices",Medical Office,NNN,2024-11-23,2031-11-22,25.56,38817,992116.73,3.73,0.028
HRE-2024-122-P1-T5,HRE-2024-122-P1,HRE-2024-122,Young-Walter Practices,Medical Office,NNN,2024-12-19,2039-12-16,26.71,20423,545576.28,3.44,0.028
HRE-2024-122-P1-T6,HRE-2024-122-P1,HRE-2024-122,"Boyd, Gutierrez and Hill Practices",Medical Office,NNN,2024-10-21,2035-10-19,24.08,14920,359330.71,2.24,0.028
HRE-2024-122-P1-T7,HRE-2024-122-P1,HRE-2024-122,"Fry, Hobbs and Buck Practices",Medical Office,NNN,2025-03-25,2035-03-23,25.38,6253,158702.12,2.56,0.028
HRE-2024-122-P1-T8,HRE-2024-122-P1,HRE-2024-122,"Shelton, Peters and Williams Practices",Medical Office,NNN,2025-09-12,2039-09-09,27.08,2121,57433.67,3.23,0.028
HRE-2024-123-P1-T1,HRE-2024-123-P1,HRE-2024-123,Floyd-Flores Practices,Medical Office,NNN,2022-10-07,2041-10-02,29.14,1592,46408.8,2.75,0.025
HRE-2024-123-P1-T2,HRE-2024-123-P1,HRE-2024-123,Russell-Evans Practices,Medical Office,NNN,2023-11-02,2041-10-28,29.15,1370,39951.54,3.91,0.025
HRE-2024-123-P1-T3,HRE-2024-123-P1,HRE-2024-123,Webster Group Practices,Medical Office,NNN,2022-12-02,2040-11-27,23.81,510,12155.54,2.5,0.025
HRE-2024-123-P1-T4,HRE-2024-123-P1,HRE-2024-123,Atkinson LLC Practices,Medical Office,NNN,2023-05-06,2041-05-01,22.62,5070,114670.29,2.55,0.025
HRE-2024-123-P1-T5,HRE-2024-123-P1,HRE-2024-123,"Thomas, Ford and Brown Practices",Medical Office,NNN,2022-08-09,2039-08-05,28.03,1768,49561.13,3.89,0.025
HRE-2024-123-P1-T6,HRE-2024-123-P1,HRE-2024-123,Faulkner-Grant Practices,Medical Office,NNN,2023-11-11,2038-11-07,29.14,1026,29915.08,3.18,0.025
HRE-2024-123-P1-T7,HRE-2024-123-P1,HRE-2024-123,Price LLC Practices,Medical Office,NNN,2022-08-29,2035-08-26,25.63,1366,35015.48,2.31,0.025
HRE-2024-123-P1-T8,HRE-2024-123-P1,HRE-2024-123,Rivera Inc Practices,Medical Office,NNN,2023-02-11,2042-02-06,22.61,890,20136.51,2.95,0.025
HRE-2024-123-P1-T9,HRE-2024-123-P1,HRE-2024-123,Boone-Davis Practices,Medical Office,NNN,2023-10-25,2036-10-21,22.95,500,10536.19,2.21,0.025
HRE-2024-123-P1-T10,HRE-2024-123-P1,HRE-2024-123,"Calderon, Williams and Bennett Practices",Medical Office,NNN,2023-05-04,2036-04-30,25.7,633,16286.27,3.05,0.025
HRE-2024-123-P2-T1,HRE-2024-123-P2,HRE-2024-123,"Ramsey, Hansen and Mendoza Practices",Medical Office,NNN,2024-04-06,2039-04-03,27.33,19816,541546.92,2.45,0.025
HRE-2024-123-P2-T2,HRE-2024-123-P2,HRE-2024-123,Turner-Stout Practices,Medical Office,NNN,2023-03-21,2035-03-18,25.47,500,5536.24,3.8,0.025
HRE-2024-123-P2-T3,HRE-2024-123-P2,HRE-2024-123,Giles Ltd Practices,Medical Office,NNN,2024-08-23,2042-08-19,29.57,1593,47114.04,4.1,0.025
HRE-2024-123-P2-T4,HRE-2024-123-P2,HRE-2024-123,Burgess Group Practices,Medical Office,NNN,2024-08-08,2044-08-03,20.74,866,17983.46,2.77,0.025
HRE-2024-123-P2-T5,HRE-2024-123-P2,HRE-2024-123,Dominguez Ltd Practices,Medical Office,NNN,2024-02-03,2044-01-29,24.12,658,15878.29,2.04,0.025
HRE-2024-123-P3-T1,HRE-2024-123-P3,HRE-2024-123,"Morris, Campbell and Owens Practices",Medical Office,NNN,2024-09-09,2038-09-06,25.36,24003,608669.23,2.92,0.025
HRE-2024-123-P3-T2,HRE-2024-123-P3,HRE-2024-123,"Howard, Green and Hunt Practices",Medical Office,NNN,2024-03-27,2040-03-23,26.98,14186,382735.53,2.36,0.025
HRE-2024-123-P3-T3,HRE-2024-123-P3,HRE-2024-123,Owens-Lang Practices,Medical Office,NNN,2024-01-24,2036-01-21,20.96,9649,202276.18,1.96,0.025
HRE-2024-123-P3-T4,HRE-2024-123-P3,HRE-2024-123,"Harrison, Franco and Rocha Practices",Medical Office,NNN,2023-12-28,2038-12-24,25.26,1282,32399.24,3.43,0.025
HRE-2024-123-P3-T5,HRE-2024-123-P3,HRE-2024-123,Edwards-Williams Practices,Medical Office,NNN,2023-06-14,2039-06-10,20.79,10240,212891.65,2.49,0.025
HRE-2024-123-P3-T6,HRE-2024-123-P3,HRE-2024-123,Figueroa Inc Practices,Medical Office,NNN,2023-11-24,2036-11-20,29.9,6750,201856.3,3.82,0.025
HRE-2024-123-P3-T7,HRE-2024-123-P3,HRE-2024-123,Tran-Silva Practices,Medical Office,NNN,2022-12-01,2042-11-26,28.48,2101,59851.87,3.79,0.025
HRE-2024-124-P1-T1,HRE-2024-124-P1,HRE-2024-124,Hall-Hudson Senior Living,Senior Housing,Modified Gross,2026-05-28,2036-05-25,32.9,60149,1979076.92,1.91,0.033
HRE-2024-125-P1-T1,HRE-2024-125-P1,HRE-2024-125,"Morgan, Hines and Burns Practices",Medical Office,NNN,2025-09-24,2037-09-21,29.69,506,15030.65,3.69,0.028
HRE-2024-125-P1-T2,HRE-2024-125-P1,HRE-2024-125,"May, Henry and Jackson Practices",Medical Office,NNN,2024-06-09,2038-06-06,27.84,500,8322.85,2.67,0.028
HRE-2024-125-P1-T3,HRE-2024-125-P1,HRE-2024-125,Jackson-Cortez Practices,Medical Office,NNN,2024-08-08,2037-08-05,25.53,500,1377.0,2.37,0.028
HRE-2024-125-P1-T4,HRE-2024-125-P1,HRE-2024-125,White-Preston Practices,Medical Office,NNN,2025-07-29,2038-07-26,25.86,500,566.61,3.47,0.028
HRE-2024-125-P1-T5,HRE-2024-125-P1,HRE-2024-125,"Bernard, Warren and Combs Practices",Medical Office,NNN,2023-10-25,2033-10-22,22.95,500,7962.21,1.95,0.028
HRE-2024-125-P1-T6,HRE-2024-125-P1,HRE-2024-125,Landry Ltd Practices,Medical Office,NNN,2023-10-27,2036-10-23,22.68,500,208.03,3.06,0.028
HRE-2024-125-P1-T7,HRE-2024-125-P1,HRE-2024-125,Duran Group Practices,Medical Office,NNN,2024-12-04,2037-12-01,21.54,500,6823.72,2.27,0.028
HRE-2024-125-P1-T8,HRE-2024-125-P1,HRE-2024-125,Kirby and Sons Practices,Medical Office,NNN,2024-07-26,2035-07-24,20.92,1042,21812.24,2.2,0.028
HRE-2024-125-P1-T9,HRE-2024-125-P1,HRE-2024-125,Mann Inc Practices,Medical Office,NNN,2025-07-27,2034-07-25,22.7,500,6633.53,2.11,0.028
HRE-2024-125-P2-T1,HRE-2024-125-P2,HRE-2024-125,Williamson Ltd Practices,Medical Office,NNN,2024-12-30,2031-12-29,28.64,566,16229.1,3.12,0.028
HRE-2024-125-P2-T2,HRE-2024-125-P2,HRE-2024-125,"Durham, Hopkins and Smith Practices",Medical Office,NNN,2025-02-18,2040-02-15,27.79,1225,34051.24,3.34,0.028
HRE-2024-125-P2-T3,HRE-2024-125-P2,HRE-2024-125,"Arnold, Smith and Moreno Practices",Medical Office,NNN,2025-05-04,2038-05-01,21.7,933,20247.73,1.95,0.028
HRE-2024-125-P2-T4,HRE-2024-125-P2,HRE-2024-125,Nichols-Mitchell Practices,Medical Office,NNN,2025-05-28,2039-05-25,23.01,1132,26056.85,1.94,0.028
HRE-2024-125-P2-T5,HRE-2024-125-P2,HRE-2024-125,"Li, Craig and Drake Practices",Medical Office,NNN,2024-12-22,2037-12-19,24.35,3850,93751.66,2.77,0.028
HRE-2024-125-P2-T6,HRE-2024-125-P2,HRE-2024-125,Rodriguez Inc Practices,Medical Office,NNN,2025-02-14,2036-02-12,20.77,776,16117.68,2.71,0.028
HRE-2024-125-P2-T7,HRE-2024-125-P2,HRE-2024-125,"Hernandez, Lee and Fox Practices",Medical Office,NNN,2024-07-13,2034-07-11,24.96,4300,107327.03,2.18,0.028
HRE-2024-125-P2-T8,HRE-2024-125-P2,HRE-2024-125,Adams-Sanders Practices,Medical Office,NNN,2024-11-18,2037-11-15,23.05,3379,77877.65,3.2,0.028
HRE-2024-125-P3-T1,HRE-2024-125-P3,HRE-2024-125,"Sanchez, Terry and Evans Practices",Medical Office,NNN,2024-06-21,2034-06-19,23.21,4450,103285.84,2.37,0.028
HRE-2024-125-P3-T2,HRE-2024-125-P3,HRE-2024-125,Valdez Ltd Practices,Medical Office,NNN,2024-12-30,2036-12-27,29.65,1149,34074.08,3.9,0.028
HRE-2024-125-P3-T3,HRE-2024-125-P3,HRE-2024-125,Davis Group Practices,Medical Office,NNN,2024-11-25,2034-11-23,26.33,1912,50352.28,2.8,0.028
HRE-2024-125-P3-T4,HRE-2024-125-P3,HRE-2024-125,Tran-Brown Practices,Medical Office,NNN,2024-10-16,2037-10-13,28.16,500,8717.06,2.48,0.028
HRE-2024-125-P3-T5,HRE-2024-125-P3,HRE-2024-125,Warner Inc Practices,Medical Office,NNN,2025-04-23,2040-04-19,25.64,1834,47024.55,3.27,0.028
HRE-2024-125-P3-T6,HRE-2024-125-P3,HRE-2024-125,Bruce-Newman Practices,Medical Office,NNN,2023-10-30,2037-10-26,25.5,21355,544582.56,2.41,0.028
HRE-2024-125-P3-T7,HRE-2024-125-P3,HRE-2024-125,Knight-Hodge Practices,Medical Office,NNN,2024-09-01,2032-08-30,27.98,1251,35005.74,3.56,0.028
HRE-2024-125-P4-T1,HRE-2024-125-P4,HRE-2024-125,Lewis Ltd Practices,Medical Office,NNN,2024-03-07,2038-03-04,29.91,739,22130.27,3.23,0.028
HRE-2024-125-P4-T2,HRE-2024-125-P4,HRE-2024-125,"Alvarez, Williams and Jones Practices",Medical Office,NNN,2024-04-16,2037-04-13,25.07,4282,107352.75,2.07,0.028
HRE-2024-125-P4-T3,HRE-2024-125-P4,HRE-2024-125,Lam-Elliott Practices,Medical Office,NNN,2024-02-24,2039-02-20,29.68,500,1356.48,3.7,0.028
HRE-2024-125-P4-T4,HRE-2024-125-P4,HRE-2024-125,White LLC Practices,Medical Office,NNN,2023-12-21,2033-12-18,20.85,4654,97041.3,2.64,0.028
HRE-2024-125-P4-T5,HRE-2024-125-P4,HRE-2024-125,Ali PLC Practices,Medical Office,NNN,2024-03-27,2031-03-26,21.66,880,19072.83,3.22,0.028
HRE-2024-125-P4-T6,HRE-2024-125-P4,HRE-2024-125,Goodwin Ltd Practices,Medical Office,NNN,2023-09-15,2036-09-11,26.77,500,7244.13,2.76,0.028
HRE-2024-125-P4-T7,HRE-2024-125-P4,HRE-2024-125,Hickman-Evans Practices,Medical Office,NNN,2025-10-14,2033-10-12,27.96,2458,68734.49,2.43,0.028
HRE-2024-125-P4-T8,HRE-2024-125-P4,HRE-2024-125,"Allen, Davenport and Price Practices",Medical Office,NNN,2024-04-01,2039-03-29,22.22,2570,57111.85,2.68,0.028
HRE-2024-125-P4-T9,HRE-2024-125-P4,HRE-2024-125,"Rivera, Campos and Taylor Practices",Medical Office,NNN,2024-10-06,2038-10-03,25.75,4696,120941.73,2.77,0.028
HRE-2024-125-P4-T10,HRE-2024-125-P4,HRE-2024-125,"Ramsey, Mason and Mccann Practices",Medical Office,NNN,2025-05-23,2040-05-19,27.72,2760,76519.44,2.89,0.028
HRE-2024-126-P1-T1,HRE-2024-126-P1,HRE-2024-126,Peterson PLC Senior Living,Senior Housing,Modified Gross,2024-07-16,2040-07-12,32.63,3828,124923.08,1.36,0.025
HRE-2024-126-P2-T1,HRE-2024-126-P2,HRE-2024-126,Walters Group Senior Living,Senior Housing,Modified Gross,2024-08-19,2043-08-15,30.76,19678,605370.77,1.52,0.025
